0.94,1.0,0.94,0.91,0.94,0.88,1.07,0.96,0.97,1.06
1.14,0.71,0.92,1.0,0.99,0.91,0.97,0.97,1.01,1.01
0.92,0.97,0.91,0.95,1.09,0.86,0.95,1.07,0.9,1.1
1.14,0.77,0.98,0.95,0.84,1.04,0.91,1.01,1.0,1.08
0.83,0.98,0.88,1.02,1.0,0.96,0.92,0.97,0.96,0.96
