1.79,2.12,1.71,2.07,1.96,1.92,2.0,2.03,2.05,2.11
1.81,1.94,1.77,1.99,2.06,1.99,1.91,1.98,2.24,2.11
1.75,2.02,1.83,1.95,1.9,1.98,2.12,1.9,1.96,2.33
1.79,1.91,1.87,1.95,1.91,1.93,1.9,2.15,2.1,2.05
1.78,1.91,1.9,1.99,1.66,1.98,2.1,2.12,2.08,1.89
